id,nombre,contenido,seccion,contenido_upper,favorito,marca,camino
294,ARTICULO 294,"El Ministerio del Interior dispone la cancelación de la licencia de conducción de los conductores profesionales que no aprueben la reevaluación, quienes no pueden optar por una nueva licencia hasta transcurridos seis meses a partir de la cancelación.
",37,"EL MINISTERIO DEL INTERIOR DISPONE LA CANCELACION DE LA LICENCIA DE CONDUCCION DE LOS CONDUCTORES PROFESIONALES QUE NO APRUEBEN LA REEVALUACION, QUIENES NO PUEDEN OPTAR POR UNA NUEVA LICENCIA HASTA TRANSCURRIDOS SEIS MESES A PARTIR DE LA CANCELACION.
",,0,-33-34-37-
295,ARTICULO 295,"La licencia de conducción expedida con anterioridad a cualquier trámite de renovación, duplicado, conversión u obtención de nueva categoría, queda invalidada y es ocupada por el agente actuante o cualquier otro funcionario del órgano encargado de la seguridad del tránsito.
",37,"LA LICENCIA DE CONDUCCION EXPEDIDA CON ANTERIORIDAD A CUALQUIER TRAMITE DE RENOVACION, DUPLICADO, CONVERSION U OBTENCION DE NUEVA CATEGORIA, QUEDA INVALIDADA Y ES OCUPADA POR EL AGENTE ACTUANTE O CUALQUIER OTRO FUNCIONARIO DEL ORGANO ENCARGADO DE LA SEGURIDAD DEL TRANSITO.
",,0,-33-34-37-
296,ARTICULO 296,"El Ministerio del Trabajo y Seguridad Social establece la metodología para el registro y control del expediente laboral de los conductores profesionales, previa consulta con los organismos rectores.
",37,"EL MINISTERIO DEL TRABAJO Y SEGURIDAD SOCIAL ESTABLECE LA METODOLOGIA PARA EL REGISTRO Y CONTROL DEL EXPEDIENTE LABORAL DE LOS CONDUCTORES PROFESIONALES, PREVIA CONSULTA CON LOS ORGANISMOS RECTORES.
",,0,-33-34-37-
297,ARTICULO 297,"Para desempeñar el cargo de conductor profesional, los trabajadores, además de tener la licencia de conducción correspondiente, deben poseer los conocimientos teóricos y prácticos sobre la técnica del vehículo que conducen y la función que realizan según su actividad ramal. Cuando se trate de conductores del transporte de carga y público de pasajeros deben, además, cumplir el requisito de tres años de experiencia mínima como conductores de vehículos de motor.
",37,"PARA DESEMPENAR EL CARGO DE CONDUCTOR PROFESIONAL, LOS TRABAJADORES, ADEMAS DE TENER LA LICENCIA DE CONDUCCION CORRESPONDIENTE, DEBEN POSEER LOS CONOCIMIENTOS TEORICOS Y PRACTICOS SOBRE LA TECNICA DEL VEHICULO QUE CONDUCEN Y LA FUNCION QUE REALIZAN SEGUN SU ACTIVIDAD RAMAL. CUANDO SE TRATE DE CONDUCTORES DEL TRANSPORTE DE CARGA Y PUBLICO DE PASAJEROS DEBEN, ADEMAS, CUMPLIR EL REQUISITO DE TRES ANOS DE EXPERIENCIA MINIMA COMO CONDUCTORES DE VEHICULOS DE MOTOR.
",,0,-33-34-37-
298,ARTICULO 298,"Las administraciones de las entidades laborales que cuenten en su plantilla con conductores profesionales, son responsables de mantener actualizado el expediente laboral de estos incorporando, como anexo, los antecedentes y documentos necesarios que permiten determinar
si mantienen los requisitos de idoneidad establecidos que garanticen la seguridad del tránsito, el transporte de pasajeros y de carga.
",37,"LAS ADMINISTRACIONES DE LAS ENTIDADES LABORALES QUE CUENTEN EN SU PLANTILLA CON CONDUCTORES PROFESIONALES, SON RESPONSABLES DE MANTENER ACTUALIZADO EL EXPEDIENTE LABORAL DE ESTOS INCORPORANDO, COMO ANEXO, LOS ANTECEDENTES Y DOCUMENTOS NECESARIOS QUE PERMITEN DETERMINAR
SI MANTIENEN LOS REQUISITOS DE IDONEIDAD ESTABLECIDOS QUE GARANTICEN LA SEGURIDAD DEL TRANSITO, EL TRANSPORTE DE PASAJEROS Y DE CARGA.
",,0,-33-34-37-
299,ARTICULO 299,"Si la entidad que controla el expediente laboral del conductor profesional entiende que los datos que constan en este refleja incapacidad manifiesta del conductor para el desempeño de sus labores, remite sus antecedentes al Ministerio del Interior, el cual efectúa los reexámenes, según lo previsto en el Artículo 284 del presente Código, o al Ministerio de Salud Pública, para efectuar los
exámenes médicos que correspondan.
",37,"SI LA ENTIDAD QUE CONTROLA EL EXPEDIENTE LABORAL DEL CONDUCTOR PROFESIONAL ENTIENDE QUE LOS DATOS QUE CONSTAN EN ESTE REFLEJA INCAPACIDAD MANIFIESTA DEL CONDUCTOR PARA EL DESEMPENO DE SUS LABORES, REMITE SUS ANTECEDENTES AL MINISTERIO DEL INTERIOR, EL CUAL EFECTUA LOS REEXAMENES, SEGUN LO PREVISTO EN EL ARTICULO 284 DEL PRESENTE CODIGO, O AL MINISTERIO DE SALUD PUBLICA, PARA EFECTUAR LOS
EXAMENES MEDICOS QUE CORRESPONDAN.
",,0,-33-34-37-
300,ARTICULO 300,"Los expedientes laborales de los conductores profesionales están sujetos a la inspección estatal de los ministerios del Transporte, del Interior, Salud Pública, y de Trabajo y Seguridad Social, los cuales pueden determinar la realización de reexámenes en el marco de sus
respectivas competencias, cuando observen manifestaciones de haber perdido las aptitudes para el desempeño de sus cargos, con respecto a la seguridad del tránsito.
",37,"LOS EXPEDIENTES LABORALES DE LOS CONDUCTORES PROFESIONALES ESTAN SUJETOS A LA INSPECCION ESTATAL DE LOS MINISTERIOS DEL TRANSPORTE, DEL INTERIOR, SALUD PUBLICA, Y DE TRABAJO Y SEGURIDAD SOCIAL, LOS CUALES PUEDEN DETERMINAR LA REALIZACION DE REEXAMENES EN EL MARCO DE SUS
RESPECTIVAS COMPETENCIAS, CUANDO OBSERVEN MANIFESTACIONES DE HABER PERDIDO LAS APTITUDES PARA EL DESEMPENO DE SUS CARGOS, CON RESPECTO A LA SEGURIDAD DEL TRANSITO.
",,0,-33-34-37-
301,ARTICULO 301,"Se establece la recalificación de los conductores profesionales, con carácter obligatorio, cada dos años, y su preparación técnica y capacitación periódica, en correspondencia con sus obligaciones y prohibiciones en materia de seguridad vial, con la categoría ocupacional, sus funciones y responsabilidades.
",37,"SE ESTABLECE LA RECALIFICACION DE LOS CONDUCTORES PROFESIONALES, CON CARACTER OBLIGATORIO, CADA DOS ANOS, Y SU PREPARACION TECNICA Y CAPACITACION PERIODICA, EN CORRESPONDENCIA CON SUS OBLIGACIONES Y PROHIBICIONES EN MATERIA DE SEGURIDAD VIAL, CON LA CATEGORIA OCUPACIONAL, SUS FUNCIONES Y RESPONSABILIDADES.
",,0,-33-34-37-
302,ARTICULO 302,"Los conductores profesionales de vehículos de motor de los ministerios de las Fuerzas Armadas y del Interior se exceptúan de lo dispuesto en las disposiciones de esta Sección, y se rigen por las especiales que a tales efectos dicten sus respectivos organismos.
",37,"LOS CONDUCTORES PROFESIONALES DE VEHICULOS DE MOTOR DE LOS MINISTERIOS DE LAS FUERZAS ARMADAS Y DEL INTERIOR SE EXCEPTUAN DE LO DISPUESTO EN LAS DISPOSICIONES DE ESTA SECCION, Y SE RIGEN POR LAS ESPECIALES QUE A TALES EFECTOS DICTEN SUS RESPECTIVOS ORGANISMOS.
",,0,-33-34-37-
303,ARTICULO 303,"El Ministerio del Transporte, sin perjuicio de las disposiciones generales establecidas en este Código para la circulación en general, establece los requisitos y las reglamentaciones necesarias para regular la conducción de los vehículos de tracción humana y animal.
",38,"EL MINISTERIO DEL TRANSPORTE, SIN PERJUICIO DE LAS DISPOSICIONES GENERALES ESTABLECIDAS EN ESTE CODIGO PARA LA CIRCULACION EN GENERAL, ESTABLECE LOS REQUISITOS Y LAS REGLAMENTACIONES NECESARIAS PARA REGULAR LA CONDUCCION DE LOS VEHICULOS DE TRACCION HUMANA Y ANIMAL.
",,0,-33-34-38-
304,ARTICULO 304,"Se faculta a los ministerios del Transporte y de Salud Pública para determinar las exigencias relativas a la capacidad de trabajo y requisitos físicos y psicofisiológicos de los conductores de vehículos no motorizados, considerados conductores profesionales.
",38,"SE FACULTA A LOS MINISTERIOS DEL TRANSPORTE Y DE SALUD PUBLICA PARA DETERMINAR LAS EXIGENCIAS RELATIVAS A LA CAPACIDAD DE TRABAJO Y REQUISITOS FISICOS Y PSICOFISIOLOGICOS DE LOS CONDUCTORES DE VEHICULOS NO MOTORIZADOS, CONSIDERADOS CONDUCTORES PROFESIONALES.
",,0,-33-34-38-
305,ARTICULO 305,"Las infracciones de las regulaciones del tránsito de vehículos establecidas en el Código de Seguridad Vial se sancionan administrativamente con multas, que son impuestas, reclamadas y cobradas del modo y en las cuantías que se establecen por el Consejo de Ministros.<BR>
Se exceptúan de lo dispuesto en el párrafo anterior aquellas infracciones que por sus resultados y de acuerdo con la legislación vigente constituyen delito.
",41,"LAS INFRACCIONES DE LAS REGULACIONES DEL TRANSITO DE VEHICULOS ESTABLECIDAS EN EL CODIGO DE SEGURIDAD VIAL SE SANCIONAN ADMINISTRATIVAMENTE CON MULTAS, QUE SON IMPUESTAS, RECLAMADAS Y COBRADAS DEL MODO Y EN LAS CUANTIAS QUE SE ESTABLECEN POR EL CONSEJO DE MINISTROS.<BR>
SE EXCEPTUAN DE LO DISPUESTO EN EL PARRAFO ANTERIOR AQUELLAS INFRACCIONES QUE POR SUS RESULTADOS Y DE ACUERDO CON LA LEGISLACION VIGENTE CONSTITUYEN DELITO.
",,0,-39-40-41-
306,ARTICULO 306,"Las multas por infracciones de las regulaciones del tránsito son impuestas por los agentes de la Policía Nacional Revolucionaria.<BR>
Asimismo, puede imponerse una multa al conductor que cometa una infracción del tránsito cuando sea detectada a través de los medios técnicos especializados, instalados para estos fines.<BR>
La responsabilidad a que se refiere el párrafo anterior recae en el propietario o responsable por cualquier causa del vehículo detectado mediante el empleo de los medios técnicos especializados, salvo en los casos que ofrezca o facilite la identificación y ubicación del presunto conductor infractor.
",41,"LAS MULTAS POR INFRACCIONES DE LAS REGULACIONES DEL TRANSITO SON IMPUESTAS POR LOS AGENTES DE LA POLICIA NACIONAL REVOLUCIONARIA.<BR>
ASIMISMO, PUEDE IMPONERSE UNA MULTA AL CONDUCTOR QUE COMETA UNA INFRACCION DEL TRANSITO CUANDO SEA DETECTADA A TRAVES DE LOS MEDIOS TECNICOS ESPECIALIZADOS, INSTALADOS PARA ESTOS FINES.<BR>
LA RESPONSABILIDAD A QUE SE REFIERE EL PARRAFO ANTERIOR RECAE EN EL PROPIETARIO O RESPONSABLE POR CUALQUIER CAUSA DEL VEHICULO DETECTADO MEDIANTE EL EMPLEO DE LOS MEDIOS TECNICOS ESPECIALIZADOS, SALVO EN LOS CASOS QUE OFREZCA O FACILITE LA IDENTIFICACION Y UBICACION DEL PRESUNTO CONDUCTOR INFRACTOR.
",,0,-39-40-41-
307,ARTICULO 307,"El agente de la Policía Nacional Revolucionaria puede, cuando las circunstancias en que se comete la infracción denoten que no existe una peligrosidad real o intencionalidad, imponer una notificación preventiva al infractor, exenta de sanción pecuniaria y de acumular los puntos que le corresponde de acuerdo con el grupo en el que está ubicada.
",41,"EL AGENTE DE LA POLICIA NACIONAL REVOLUCIONARIA PUEDE, CUANDO LAS CIRCUNSTANCIAS EN QUE SE COMETE LA INFRACCION DENOTEN QUE NO EXISTE UNA PELIGROSIDAD REAL O INTENCIONALIDAD, IMPONER UNA NOTIFICACION PREVENTIVA AL INFRACTOR, EXENTA DE SANCION PECUNIARIA Y DE ACUMULAR LOS PUNTOS QUE LE CORRESPONDE DE ACUERDO CON EL GRUPO EN EL QUE ESTA UBICADA.
",,0,-39-40-41-
308,ARTICULO 308,"Se constituye una Comisión Nacional de Seguridad Vial, que en lo sucesivo se denomina la Comisión Nacional, la cual tiene carácter permanente, está subordinada al Consejo de Ministros y es asistida en sus funcio- nes por las Comisiones Provinciales y Municipales de Seguridad Vial, que a tales efectos se establecen.
 
",44,"SE CONSTITUYE UNA COMISION NACIONAL DE SEGURIDAD VIAL, QUE EN LO SUCESIVO SE DENOMINA LA COMISION NACIONAL, LA CUAL TIENE CARACTER PERMANENTE, ESTA SUBORDINADA AL CONSEJO DE MINISTROS Y ES ASISTIDA EN SUS FUNCIO- NES POR LAS COMISIONES PROVINCIALES Y MUNICIPALES DE SEGURIDAD VIAL, QUE A TALES EFECTOS SE ESTABLECEN.
 
",,0,-42-43-44-
309,ARTICULO 309,"La Comisión Nacional está presidida por un Vicepresidente del Consejo de Ministros.<BR>
Son vicepresidentes de la Comisión Nacional, el ministro del Transporte o uno de sus viceministros, según corresponda, y el Jefe de la Policía Nacional Revolucionaria.<BR>
Asimismo, cuenta con un Secretario, quien preside un grupo permanente de trabajo para la Seguridad Vial, encargado de coordinar y asistir al Presidente de la Comisión Nacional en el cumplimiento de los lineamientos de trabajo, acuerdos y tareas de la Comisión e integrado por sus homólogos provinciales y otros funcionarios designados a tales efectos por el presidente de la Comisión Nacional.
",44,"LA COMISION NACIONAL ESTA PRESIDIDA POR UN VICEPRESIDENTE DEL CONSEJO DE MINISTROS.<BR>
SON VICEPRESIDENTES DE LA COMISION NACIONAL, EL MINISTRO DEL TRANSPORTE O UNO DE SUS VICEMINISTROS, SEGUN CORRESPONDA, Y EL JEFE DE LA POLICIA NACIONAL REVOLUCIONARIA.<BR>
ASIMISMO, CUENTA CON UN SECRETARIO, QUIEN PRESIDE UN GRUPO PERMANENTE DE TRABAJO PARA LA SEGURIDAD VIAL, ENCARGADO DE COORDINAR Y ASISTIR AL PRESIDENTE DE LA COMISION NACIONAL EN EL CUMPLIMIENTO DE LOS LINEAMIENTOS DE TRABAJO, ACUERDOS Y TAREAS DE LA COMISION E INTEGRADO POR SUS HOMOLOGOS PROVINCIALES Y OTROS FUNCIONARIOS DESIGNADOS A TALES EFECTOS POR EL PRESIDENTE DE LA COMISION NACIONAL.
",,0,-42-43-44-
310,ARTICULO 310,"La Comisión Nacional está integrada además por:<BR>
1) los jefes de los órganos del Ministerio del Interior responsabilizados con la seguridad del tránsito;<BR>
2) los jefes de los órganos de Seguridad del Transporte Automotor, Ferroviaria y de Vialidad del Ministerio del Transporte;<BR>
3) el viceministro que designe el jefe de cada uno de los organismos siguientes:<BR>
— Ministerio de Salud Pública;<BR>
— Ministerio de Educación;<BR>
— Ministerio de Educación Superior;<BR>
— Ministerio de Trabajo y Seguridad Social.<BR>
4) el vicepresidente del Consejo de la Administración de cada Organo Provincial del Poder Popular que preside la Comisión Provincial de Seguridad Vial;
",44,"LA COMISION NACIONAL ESTA INTEGRADA ADEMAS POR:<BR>
1) LOS JEFES DE LOS ORGANOS DEL MINISTERIO DEL INTERIOR RESPONSABILIZADOS CON LA SEGURIDAD DEL TRANSITO;<BR>
2) LOS JEFES DE LOS ORGANOS DE SEGURIDAD DEL TRANSPORTE AUTOMOTOR, FERROVIARIA Y DE VIALIDAD DEL MINISTERIO DEL TRANSPORTE;<BR>
3) EL VICEMINISTRO QUE DESIGNE EL JEFE DE CADA UNO DE LOS ORGANISMOS SIGUIENTES:<BR>
— MINISTERIO DE SALUD PUBLICA;<BR>
— MINISTERIO DE EDUCACION;<BR>
— MINISTERIO DE EDUCACION SUPERIOR;<BR>
— MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL.<BR>
4) EL VICEPRESIDENTE DEL CONSEJO DE LA ADMINISTRACION DE CADA ORGANO PROVINCIAL DEL PODER POPULAR QUE PRESIDE LA COMISION PROVINCIAL DE SEGURIDAD VIAL;
",,0,-42-43-44-
311,ARTICULO 311,"El Presidente de la Comisión Nacional puede convocar a dirigentes y especialistas de otros órganos, organismos estatales, entidades económicas e instituciones sociales, para considerar asuntos específicos sobre esta materia.
",44,"EL PRESIDENTE DE LA COMISION NACIONAL PUEDE CONVOCAR A DIRIGENTES Y ESPECIALISTAS DE OTROS ORGANOS, ORGANISMOS ESTATALES, ENTIDADES ECONOMICAS E INSTITUCIONES SOCIALES, PARA CONSIDERAR ASUNTOS ESPECIFICOS SOBRE ESTA MATERIA.
",,0,-42-43-44-
312,ARTICULO 312,"La Comisión Nacional se reúne sistemáticamente con la periodicidad que establece su Presidente y se rige por el Reglamento Interno que a tales efectos apruebe.
",44,"LA COMISION NACIONAL SE REUNE SISTEMATICAMENTE CON LA PERIODICIDAD QUE ESTABLECE SU PRESIDENTE Y SE RIGE POR EL REGLAMENTO INTERNO QUE A TALES EFECTOS APRUEBE.
",,0,-42-43-44-
313,ARTICULO 313,"Para el cumplimiento de sus funciones, la Comisión Nacional crea subcomisiones y define la integración de estas en su Reglamento.
 
",44,"PARA EL CUMPLIMIENTO DE SUS FUNCIONES, LA COMISION NACIONAL CREA SUBCOMISIONES Y DEFINE LA INTEGRACION DE ESTAS EN SU REGLAMENTO.
 
",,0,-42-43-44-
314,ARTICULO 314,"Corresponde a la Comisión Nacional:<BR>
1) garantizar la permanente y estrecha coordinación de las entidades que la integran, en materia de seguridad vial;<BR>
2) dictaminar el Plan de Seguridad Vial, previo a su presentación al Consejo de Ministros, por la autoridad que corresponda;<BR>
3) analizar el cumplimiento de este Código por parte de los órganos, organismos estatales, entidades económicas, instituciones sociales y población, y elaborar propuestas y recomendaciones a las autoridades que correspondan;<BR>
4) promover estudios dirigidos al perfeccionamiento de la seguridad vial y elevar al Consejo de Ministros o trasladar al organismo u órgano competente sus propuestas y recomendaciones;<BR>
5) analizar las causas y condiciones que propician los accidentes del tránsito y sus consecuencias, integrando la información referida a la seguridad vial que aporten los organismos implicados y proponer, al que corresponda, las medidas encaminadas a su prevención;<BR>
6) promover los estudios e investigaciones que tiendan a superar el nivel de calificación técnica y psicológica de los conductores;<BR>
7) coordinar la ejecución de la Jornada Nacional del Tránsito;<BR>
8) supervisar el trabajo de las subcomisiones que constituya;<BR>
9) orientar y asesorar el funcionamiento de las comisiones provinciales de Seguridad Vial y la del municipio especial Isla de la Juventud; y<BR>
10) las demás asignadas en este Código o que le asignen los órganos superiores del Estado.
",44,"CORRESPONDE A LA COMISION NACIONAL:<BR>
1) GARANTIZAR LA PERMANENTE Y ESTRECHA COORDINACION DE LAS ENTIDADES QUE LA INTEGRAN, EN MATERIA DE SEGURIDAD VIAL;<BR>
2) DICTAMINAR EL PLAN DE SEGURIDAD VIAL, PREVIO A SU PRESENTACION AL CONSEJO DE MINISTROS, POR LA AUTORIDAD QUE CORRESPONDA;<BR>
3) ANALIZAR EL CUMPLIMIENTO DE ESTE CODIGO POR PARTE DE LOS ORGANOS, ORGANISMOS ESTATALES, ENTIDADES ECONOMICAS, INSTITUCIONES SOCIALES Y POBLACION, Y ELABORAR PROPUESTAS Y RECOMENDACIONES A LAS AUTORIDADES QUE CORRESPONDAN;<BR>
4) PROMOVER ESTUDIOS DIRIGIDOS AL PERFECCIONAMIENTO DE LA SEGURIDAD VIAL Y ELEVAR AL CONSEJO DE MINISTROS O TRASLADAR AL ORGANISMO U ORGANO COMPETENTE SUS PROPUESTAS Y RECOMENDACIONES;<BR>
5) ANALIZAR LAS CAUSAS Y CONDICIONES QUE PROPICIAN LOS ACCIDENTES DEL TRANSITO Y SUS CONSECUENCIAS, INTEGRANDO LA INFORMACION REFERIDA A LA SEGURIDAD VIAL QUE APORTEN LOS ORGANISMOS IMPLICADOS Y PROPONER, AL QUE CORRESPONDA, LAS MEDIDAS ENCAMINADAS A SU PREVENCION;<BR>
6) PROMOVER LOS ESTUDIOS E INVESTIGACIONES QUE TIENDAN A SUPERAR EL NIVEL DE CALIFICACION TECNICA Y PSICOLOGICA DE LOS CONDUCTORES;<BR>
7) COORDINAR LA EJECUCION DE LA JORNADA NACIONAL DEL TRANSITO;<BR>
8) SUPERVISAR EL TRABAJO DE LAS SUBCOMISIONES QUE CONSTITUYA;<BR>
9) ORIENTAR Y ASESORAR EL FUNCIONAMIENTO DE LAS COMISIONES PROVINCIALES DE SEGURIDAD VIAL Y LA DEL MUNICIPIO ESPECIAL ISLA DE LA JUVENTUD; Y<BR>
10) LAS DEMAS ASIGNADAS EN ESTE CODIGO O QUE LE ASIGNEN LOS ORGANOS SUPERIORES DEL ESTADO.
",,0,-42-43-44-
315,ARTICULO 315,"Los consejos de la administración provinciales del Poder Popular crean en su demarcación la Comisión Provincial de Seguridad Vial, que en lo sucesivo en este Título se denomina la Comisión Provincial.<BR>
Las comisiones provinciales sesionan mensualmente, cuantas veces la convoque su Presidente o a solicitud de la Comisión Nacional.",46,"LOS CONSEJOS DE LA ADMINISTRACION PROVINCIALES DEL PODER POPULAR CREAN EN SU DEMARCACION LA COMISION PROVINCIAL DE SEGURIDAD VIAL, QUE EN LO SUCESIVO EN ESTE TITULO SE DENOMINA LA COMISION PROVINCIAL.<BR>
LAS COMISIONES PROVINCIALES SESIONAN MENSUALMENTE, CUANTAS VECES LA CONVOQUE SU PRESIDENTE O A SOLICITUD DE LA COMISION NACIONAL.",,0,-42-45-46-
316,ARTICULO 316,"La Comisión Provincial es presidida por el vicepresidente del Consejo de la Administración que designe su Presidente.<BR>
Son vicepresidentes de la Comisión Provincial el delegado del Ministerio del Transporte y el jefe provincial del órgano encargado de la seguridad del tránsito.<BR>
El Secretario es el Subdirector de Seguridad Vial de la Dirección Provincial del Transporte.
",46,"LA COMISION PROVINCIAL ES PRESIDIDA POR EL VICEPRESIDENTE DEL CONSEJO DE LA ADMINISTRACION QUE DESIGNE SU PRESIDENTE.<BR>
SON VICEPRESIDENTES DE LA COMISION PROVINCIAL EL DELEGADO DEL MINISTERIO DEL TRANSPORTE Y EL JEFE PROVINCIAL DEL ORGANO ENCARGADO DE LA SEGURIDAD DEL TRANSITO.<BR>
EL SECRETARIO ES EL SUBDIRECTOR DE SEGURIDAD VIAL DE LA DIRECCION PROVINCIAL DEL TRANSPORTE.
",,0,-42-45-46-
317,ARTICULO 317,"Forman parte de la Comisión Provincial los delegados o representantes de los organismos de nivel provincial que correspondan, de acuerdo con la integración de la Comisión Nacional.<BR>
El Presidente de la Comisión Provincial puede convocar a dirigentes y especialistas de otros órganos para considerar asuntos relacionados con la vialidad y el tránsito del territorio.",46,"FORMAN PARTE DE LA COMISION PROVINCIAL LOS DELEGADOS O REPRESENTANTES DE LOS ORGANISMOS DE NIVEL PROVINCIAL QUE CORRESPONDAN, DE ACUERDO CON LA INTEGRACION DE LA COMISION NACIONAL.<BR>
EL PRESIDENTE DE LA COMISION PROVINCIAL PUEDE CONVOCAR A DIRIGENTES Y ESPECIALISTAS DE OTROS ORGANOS PARA CONSIDERAR ASUNTOS RELACIONADOS CON LA VIALIDAD Y EL TRANSITO DEL TERRITORIO.",,0,-42-45-46-
318,ARTICULO 318,"Corresponde a la Comisión Provincial:<BR>
1) garantizar la permanente y estrecha coordinación de las entidades que la integran, en materia de seguridad vial en su territorio;<BR> 
2) dictaminar el Plan Provincial de Seguridad Vial, en correspondencia con los lineamientos del Plan Nacional, y proponer su aprobación a la Asamblea Provincial del Poder Popular;<BR>
3) promover estudios dirigidos al perfeccionamiento de la seguridad vial y hacer recomendaciones a las Asambleas Provinciales del Poder Popular con el objetivo de adoptar acuerdos y dictar disposiciones en el marco de su competencia;<BR>
4) analizar las causas y condiciones que propician los accidentes del tránsito y sus consecuencias, integrando la información referida a la seguridad vial que aporten los organismos implicados y proponer, al que corresponda, las medidas encaminadas a su disminución;<BR>
5) coordinar la ejecución de la Jornada Nacional del Tránsito;<BR>
6) proponer la creación de subcomisiones y grupos de trabajo, en correspondencia con las establecidas por la Comisión Nacional y supervisar el trabajo;<BR>
7) orientar y asesorar el funcionamiento de las comisiones municipales de Seguridad Vial;<BR>
8) supervisar el funcionamiento del proceso inversionista de viales y señalización, y su cumplimiento con calidad, en correspondencia con el proyecto constructivo elaborado a tales efectos;<BR>
9) recomendar al Presidente de la Comisión la realización de propuestas a la Asamblea Provincial del Poder Popular para convocar a las autoridades administrativas de las vías a que informen sobre su gestión para la solución de los problemas relativos a la vialidad en su territorio; y<BR>
10) las demás asignadas en este Código, y las que les sean encomendadas por la Comisión Nacional y la Asamblea Provincial del Poder Popular, en el marco de sus competencias.
",46,"CORRESPONDE A LA COMISION PROVINCIAL:<BR>
1) GARANTIZAR LA PERMANENTE Y ESTRECHA COORDINACION DE LAS ENTIDADES QUE LA INTEGRAN, EN MATERIA DE SEGURIDAD VIAL EN SU TERRITORIO;<BR> 
2) DICTAMINAR EL PLAN PROVINCIAL DE SEGURIDAD VIAL, EN CORRESPONDENCIA CON LOS LINEAMIENTOS DEL PLAN NACIONAL, Y PROPONER SU APROBACION A LA ASAMBLEA PROVINCIAL DEL PODER POPULAR;<BR>
3) PROMOVER ESTUDIOS DIRIGIDOS AL PERFECCIONAMIENTO DE LA SEGURIDAD VIAL Y HACER RECOMENDACIONES A LAS ASAMBLEAS PROVINCIALES DEL PODER POPULAR CON EL OBJETIVO DE ADOPTAR ACUERDOS Y DICTAR DISPOSICIONES EN EL MARCO DE SU COMPETENCIA;<BR>
4) ANALIZAR LAS CAUSAS Y CONDICIONES QUE PROPICIAN LOS ACCIDENTES DEL TRANSITO Y SUS CONSECUENCIAS, INTEGRANDO LA INFORMACION REFERIDA A LA SEGURIDAD VIAL QUE APORTEN LOS ORGANISMOS IMPLICADOS Y PROPONER, AL QUE CORRESPONDA, LAS MEDIDAS ENCAMINADAS A SU DISMINUCION;<BR>
5) COORDINAR LA EJECUCION DE LA JORNADA NACIONAL DEL TRANSITO;<BR>
6) PROPONER LA CREACION DE SUBCOMISIONES Y GRUPOS DE TRABAJO, EN CORRESPONDENCIA CON LAS ESTABLECIDAS POR LA COMISION NACIONAL Y SUPERVISAR EL TRABAJO;<BR>
7) ORIENTAR Y ASESORAR EL FUNCIONAMIENTO DE LAS COMISIONES MUNICIPALES DE SEGURIDAD VIAL;<BR>
8) SUPERVISAR EL FUNCIONAMIENTO DEL PROCESO INVERSIONISTA DE VIALES Y SENALIZACION, Y SU CUMPLIMIENTO CON CALIDAD, EN CORRESPONDENCIA CON EL PROYECTO CONSTRUCTIVO ELABORADO A TALES EFECTOS;<BR>
9) RECOMENDAR AL PRESIDENTE DE LA COMISION LA REALIZACION DE PROPUESTAS A LA ASAMBLEA PROVINCIAL DEL PODER POPULAR PARA CONVOCAR A LAS AUTORIDADES ADMINISTRATIVAS DE LAS VIAS A QUE INFORMEN SOBRE SU GESTION PARA LA SOLUCION DE LOS PROBLEMAS RELATIVOS A LA VIALIDAD EN SU TERRITORIO; Y<BR>
10) LAS DEMAS ASIGNADAS EN ESTE CODIGO, Y LAS QUE LES SEAN ENCOMENDADAS POR LA COMISION NACIONAL Y LA ASAMBLEA PROVINCIAL DEL PODER POPULAR, EN EL MARCO DE SUS COMPETENCIAS.
",,0,-42-45-46-
319,ARTICULO 319,"Las propuestas y recomendaciones de la Comisión Provincial cuya ejecución excede el ámbito de competencia de las respectivas Asambleas Provinciales del Poder Popular, se elevan por su Presidente a la Comisión Nacional para su consideración y efectos pertinentes.
",46,"LAS PROPUESTAS Y RECOMENDACIONES DE LA COMISION PROVINCIAL CUYA EJECUCION EXCEDE EL AMBITO DE COMPETENCIA DE LAS RESPECTIVAS ASAMBLEAS PROVINCIALES DEL PODER POPULAR, SE ELEVAN POR SU PRESIDENTE A LA COMISION NACIONAL PARA SU CONSIDERACION Y EFECTOS PERTINENTES.
",,0,-42-45-46-
320,ARTICULO 320,"La Comisión de Seguridad Vial del municipio especial Isla de la Juventud, tiene la misma integración y funciones que las comisiones provinciales, en correspondencia con sus características.",46,"LA COMISION DE SEGURIDAD VIAL DEL MUNICIPIO ESPECIAL ISLA DE LA JUVENTUD, TIENE LA MISMA INTEGRACION Y FUNCIONES QUE LAS COMISIONES PROVINCIALES, EN CORRESPONDENCIA CON SUS CARACTERISTICAS.",,0,-42-45-46-
